raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
"Id: 367871
UserId: A30D6CETB1N0H1
ProfileName: N. Parker
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1349827200
Summary: Super quality - will never order any other brand
Text: I purchased this because I'm on Weight Watchers and had read about how helpful EV Coconut Oil can be on a weight loss program.  It has definitely helped me shed the weight - especially around my belly.  I also love using it on my skin and hair - it makes them feel so healthy.<br /><br />I found that if you keep it at temps above 76 degrees it stays pretty clear - but if you live in a cooler climate (or have air conditioning) it can solidify.  I find that I can only consume it when it's in a liquid state - I seem to gag if it's even slightly solid.  Just a few seconds in the microwave can fix that.  I highly recommend this brand - it tastes great and works!",Super quality - will never order any other brand,I purchased this because I'm on Weight Watchers and had read about how helpful EV Coconut Oil can be on a weight loss program.  It has definitely helped me shed the weight - especially around my belly.  I also love using it on my skin and hair - it makes them feel so healthy.<br /><br />I found that if you keep it at temps above 76 degrees it stays pretty clear - but if you live in a cooler climate (or have air conditioning) it can solidify.  I find that I can only consume it when it's in a liquid state - I seem to gag if it's even slightly solid.  Just a few seconds in the microwave can fix that.  I highly recommend this brand - it tastes great and works!,super quality will never order any other brand,i purchased this because im on weight watcher and had read about how helpful ev coconut oil can be on a weight loss program it ha definitely helped me shed the weight especially around my belly i also love using it on my skin and hair it make them feel so healthy i found that if you keep it at temp above degree it stay pretty clear but if you live in a cooler climate or have air conditioning it can solidify i find that i can only consume it when it in a liquid state i seem to gag if it even slightly solid just a few second in the microwave can fix that i highly recommend this brand it taste great and work,super quality will never order any other brand. i purchased this because im on weight watcher and had read about how helpful ev coconut oil can be on a weight loss program it ha definitely helped me shed the weight especially around my belly i also love using it on my skin and hair it make them feel so healthy i found that if you keep it at temp above degree it stay pretty clear but if you live in a cooler climate or have air conditioning it can solidify i find that i can only consume it when it in a liquid state i seem to gag if it even slightly solid just a few second in the microwave can fix that i highly recommend this brand it taste great and work,2,-1,1
"Id: 329802
UserId: A3E5QYU20C6OUN
ProfileName: Amberdrake
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1304121600
Summary: Excellent product
Text: Our dog loves these and our vet agrees that it helps keep her breath fresh and her teeth clean.  And this is the best pricing I've found so far. Your dog will love you even more!",Excellent product,Our dog loves these and our vet agrees that it helps keep her breath fresh and her teeth clean.  And this is the best pricing I've found so far. Your dog will love you even more!,excellent product,our dog love these and our vet agrees that it help keep her breath fresh and her teeth clean and this is the best pricing ive found so far your dog will love you even more,excellent product. our dog love these and our vet agrees that it help keep her breath fresh and her teeth clean and this is the best pricing ive found so far your dog will love you even more,0,0,2
"Id: 329599
UserId: A1MTQR1Z76BW7Y
ProfileName: Joyce E. Jones
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1335225600
Summary: TEENIE GREENIES
Text: THESE ARE THE BEST DENTAL TREATS ON THE MARKET!  MY CHIWEENIE THINKS THESE ARE THE BEST INVENTION SINCE MEAT.  LOL.  HER DAY IS NOT STARTED UNTIL SHE HAS ONE, THEN SHE EATS, BUT NEVER EATS FIRST!",TEENIE GREENIES,"THESE ARE THE BEST DENTAL TREATS ON THE MARKET!  MY CHIWEENIE THINKS THESE ARE THE BEST INVENTION SINCE MEAT.  LOL.  HER DAY IS NOT STARTED UNTIL SHE HAS ONE, THEN SHE EATS, BUT NEVER EATS FIRST!",teenie greenies,these are the best dental treat on the market my chiweenie think these are the best invention since meat lol her day is not started until she ha one then she eats but never eats first,teenie greenies. these are the best dental treat on the market my chiweenie think these are the best invention since meat lol her day is not started until she ha one then she eats but never eats first,0,0,2
"Id: 30936
UserId: A1J2N3VCR69KNY
ProfileName: shoregirl1950
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1313539200
Summary: love them
Text: these are the best i go to weigh watchers and they are hard to find in the stores and they taste so good, i have a bag a day, and they are only 3 points for the whole bag",love them,"these are the best i go to weigh watchers and they are hard to find in the stores and they taste so good, i have a bag a day, and they are only 3 points for the whole bag",love them,these are the best i go to weigh watcher and they are hard to find in the store and they taste so good i have a bag a day and they are only point for the whole bag,love them. these are the best i go to weigh watcher and they are hard to find in the store and they taste so good i have a bag a day and they are only point for the whole bag,1,-1,0
"Id: 329581
UserId: A2H9KHFSIVQRK7
ProfileName: Jason Gospodarek
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1338249600
Summary: GREAT
Text: LOVE the Greenies.....my rat terriers favorite snack!  Just say the word and they come running!  Enjoy them and don't forget to buy more!!",GREAT,LOVE the Greenies.....my rat terriers favorite snack!  Just say the word and they come running!  Enjoy them and don't forget to buy more!!,great,love the greeniesmy rat terrier favorite snack just say the word and they come running enjoy them and dont forget to buy more,great. love the greeniesmy rat terrier favorite snack just say the word and they come running enjoy them and dont forget to buy more,0,0,2
"Id: 563876
UserId: A1W0EK0033YVGP
ProfileName: diephiecyrilien
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343520000
Summary: love this cookie!
Text: this cookie is super soft and chewy.i love it and also try their oatmeal cookies,they are the bomb diggitty!!!i would recommend this to everyone.i received this in my mom voxbox and my kids loved it!!",love this cookie!,"this cookie is super soft and chewy.i love it and also try their oatmeal cookies,they are the bomb diggitty!!!i would recommend this to everyone.i received this in my mom voxbox and my kids loved it!!",love this cookie,this cookie is super soft and chewyi love it and also try their oatmeal cookiesthey are the bomb diggittyi would recommend this to everyonei received this in my mom voxbox and my kid loved it,love this cookie. this cookie is super soft and chewyi love it and also try their oatmeal cookiesthey are the bomb diggittyi would recommend this to everyonei received this in my mom voxbox and my kid loved it,1,1,0
"Id: 330005
UserId: A21JE17TFAHQEA
ProfileName: Caroline
HelpfulnessNumerator: 2
HelpfulnessDenominator: 2
Score: 5
Time: 1315612800
Summary: My dogs love these
Text: The thing I like about the senior Greenies is that they seem a little bit softer than regular Greenies, so they are easier on my dogs' teeth (I have 6 dogs, 5 seniors and only my 9-toothed senior Doxie doesn't eat them).",My dogs love these,"The thing I like about the senior Greenies is that they seem a little bit softer than regular Greenies, so they are easier on my dogs' teeth (I have 6 dogs, 5 seniors and only my 9-toothed senior Doxie doesn't eat them).",my dog love these,the thing i like about the senior greenies is that they seem a little bit softer than regular greenies so they are easier on my dog teeth i have dog senior and only my toothed senior doxie doesnt eat them,my dog love these. the thing i like about the senior greenies is that they seem a little bit softer than regular greenies so they are easier on my dog teeth i have dog senior and only my toothed senior doxie doesnt eat them,0,0,2
"Id: 563497
UserId: A27V6FWDG69G6X
ProfileName: JennyS
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: YummY
Text: We recently got one of the Quaker Soft Baked Oatmeal Cookies to try ViA Influenster and Quaker. And my family loved them! They don't taste store bought at all. They tasted home made!! Very soft and moist!",YummY,We recently got one of the Quaker Soft Baked Oatmeal Cookies to try ViA Influenster and Quaker. And my family loved them! They don't taste store bought at all. They tasted home made!! Very soft and moist!,yummy,we recently got one of the quaker soft baked oatmeal cooky to try via influenster and quaker and my family loved them they dont taste store bought at all they tasted home made very soft and moist,yummy. we recently got one of the quaker soft baked oatmeal cooky to try via influenster and quaker and my family loved them they dont taste store bought at all they tasted home made very soft and moist,1,1,0
"Id: 367538
UserId: A3LWZ1MPSOJU8H
ProfileName: Edith C.
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 5
Time: 1289260800
Summary: Coconut Oil
Text: I just love this stuff. I'm still trying it out, but so farit's great, very versitile. I use it in my hair, on my face, as a lotion and take 1 tbls everyday by mouth. i have yet to cook with it.  But so far so good.",Coconut Oil,"I just love this stuff. I'm still trying it out, but so farit's great, very versitile. I use it in my hair, on my face, as a lotion and take 1 tbls everyday by mouth. i have yet to cook with it.  But so far so good.",coconut oil,i just love this stuff im still trying it out but so farits great very versitile i use it in my hair on my face a a lotion and take tbls everyday by mouth i have yet to cook with it but so far so good,coconut oil. i just love this stuff im still trying it out but so farits great very versitile i use it in my hair on my face a a lotion and take tbls everyday by mouth i have yet to cook with it but so far so good,2,2,1
"Id: 329914
UserId: AEF3SAC5MZQ10
ProfileName: Carol Green ""Devonz""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1260921600
Summary: Happy Customer
Text: I am not only very happy with this product but am also very happy with the service and the speedy delivery",Happy Customer,I am not only very happy with this product but am also very happy with the service and the speedy delivery,happy customer,i am not only very happy with this product but am also very happy with the service and the speedy delivery,happy customer. i am not only very happy with this product but am also very happy with the service and the speedy delivery,2,-1,0
"Id: 563308
UserId: A3D6ISMLB8ZASC
ProfileName: aesweety19
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1342051200
Summary: Great on the go snack for the kids!
Text: These cookies were delicious! I love that they were individually packed so I could throw a couple in the diaper bag without having to fuss with pre packing snacks in sandwich bags.  The cookies stayed moist and yummy until snack time.  My kid loves it and so do I.",Great on the go snack for the kids!,These cookies were delicious! I love that they were individually packed so I could throw a couple in the diaper bag without having to fuss with pre packing snacks in sandwich bags.  The cookies stayed moist and yummy until snack time.  My kid loves it and so do I.,great on the go snack for the kid,these cooky were delicious i love that they were individually packed so i could throw a couple in the diaper bag without having to fuss with pre packing snack in sandwich bag the cooky stayed moist and yummy until snack time my kid love it and so do i,great on the go snack for the kid. these cooky were delicious i love that they were individually packed so i could throw a couple in the diaper bag without having to fuss with pre packing snack in sandwich bag the cooky stayed moist and yummy until snack time my kid love it and so do i,1,1,0
"Id: 329911
UserId: A5SBS03UTEE0C
ProfileName: P. Blakely
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1265932800
Summary: Highly Recommended
Text: I ordered these on sale on the evening of 02/08/10,( ususlly with an item on sale such as this, you get gouged on the shipping/processing fees, but that was not the case with this vendor!) and they were on my doorstep on 2/11/10. Excellent communications from this vendor, with an email order confirmation,and an order shipped/tracking confirmation, and super fast shipping. A++",Highly Recommended,"I ordered these on sale on the evening of 02/08/10,( ususlly with an item on sale such as this, you get gouged on the shipping/processing fees, but that was not the case with this vendor!) and they were on my doorstep on 2/11/10. Excellent communications from this vendor, with an email order confirmation,and an order shipped/tracking confirmation, and super fast shipping. A++",highly recommended,i ordered these on sale on the evening of ususlly with an item on sale such a this you get gouged on the shippingprocessing fee but that wa not the case with this vendor and they were on my doorstep on excellent communication from this vendor with an email order confirmationand an order shippedtracking confirmation and super fast shipping a,highly recommended. i ordered these on sale on the evening of ususlly with an item on sale such a this you get gouged on the shippingprocessing fee but that wa not the case with this vendor and they were on my doorstep on excellent communication from this vendor with an email order confirmationand an order shippedtracking confirmation and super fast shipping a,1,-1,0
"Id: 330016
UserId: A1INZJRJE8PSS1
ProfileName: Keane's Mom
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 4
Time: 1345852800
Summary: Great Deal???
Text: Purchased for a good price.  My Chihuahua likes them. Did a subscription and received tub for $16.92. However a week later went on line to find the subscription price had gone up to $20.99 and no notification was sent to inform me of price increase.",Great Deal???,Purchased for a good price.  My Chihuahua likes them. Did a subscription and received tub for $16.92. However a week later went on line to find the subscription price had gone up to $20.99 and no notification was sent to inform me of price increase.,great deal,purchased for a good price my chihuahua like them did a subscription and received tub for however a week later went on line to find the subscription price had gone up to and no notification wa sent to inform me of price increase,great deal. purchased for a good price my chihuahua like them did a subscription and received tub for however a week later went on line to find the subscription price had gone up to and no notification wa sent to inform me of price increase,0,-1,0
"Id: 367821
UserId: A1IGABVZXMQSK2
ProfileName: Meijer Goldstein
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1305072000
Summary: Excellent
Text: Unlike other coconut oils, this oil has a very nice coconut fragrance that permeates the food as well giving a very pleasant taste.",Excellent,"Unlike other coconut oils, this oil has a very nice coconut fragrance that permeates the food as well giving a very pleasant taste.",excellent,unlike other coconut oil this oil ha a very nice coconut fragrance that permeates the food a well giving a very pleasant taste,excellent. unlike other coconut oil this oil ha a very nice coconut fragrance that permeates the food a well giving a very pleasant taste,2,2,1
"Id: 563829
UserId: A3BD20DGXAO0XN
ProfileName: Shawn
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Yummy!
Text: These cookies are delicious! So soft and flavorful. My fave! My first time trying these cookies was a couple of weeks ago, and I will defiantly recommend.",Yummy!,"These cookies are delicious! So soft and flavorful. My fave! My first time trying these cookies was a couple of weeks ago, and I will defiantly recommend.",yummy,these cooky are delicious so soft and flavorful my fave my first time trying these cooky wa a couple of week ago and i will defiantly recommend,yummy. these cooky are delicious so soft and flavorful my fave my first time trying these cooky wa a couple of week ago and i will defiantly recommend,1,1,0
"Id: 329733
UserId: A2W9WZZ010C6AD
ProfileName: Mary H.
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 5
Time: 1302739200
Summary: Our dog loves Greenies
Text: Greenies are a healthy treat for dogs and they love them!  I first bought them while working at a hardware/feed store to give them a try. We were so pleased to find them on Amazon at nearly half the price.  Every dog owner should try them, they come in all sizes for all dogs and really do keep their teeth in great condition.",Our dog loves Greenies,"Greenies are a healthy treat for dogs and they love them!  I first bought them while working at a hardware/feed store to give them a try. We were so pleased to find them on Amazon at nearly half the price.  Every dog owner should try them, they come in all sizes for all dogs and really do keep their teeth in great condition.",our dog love greenies,greenies are a healthy treat for dog and they love them i first bought them while working at a hardwarefeed store to give them a try we were so pleased to find them on amazon at nearly half the price every dog owner should try them they come in all size for all dog and really do keep their teeth in great condition,our dog love greenies. greenies are a healthy treat for dog and they love them i first bought them while working at a hardwarefeed store to give them a try we were so pleased to find them on amazon at nearly half the price every dog owner should try them they come in all size for all dog and really do keep their teeth in great condition,0,0,2
"Id: 30845
UserId: AV8JD4JZOWX8D
ProfileName: Harvey
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1329177600
Summary: Best Pop Chips Ever!
Text: My new favorite!  Lots of spicy crunch that fully satisfies my snack cravings with lower fat.  I'm a general pop chips fan, but this is the best flavor so far.",Best Pop Chips Ever!,"My new favorite!  Lots of spicy crunch that fully satisfies my snack cravings with lower fat.  I'm a general pop chips fan, but this is the best flavor so far.",best pop chip ever,my new favorite lot of spicy crunch that fully satisfies my snack craving with lower fat im a general pop chip fan but this is the best flavor so far,best pop chip ever. my new favorite lot of spicy crunch that fully satisfies my snack craving with lower fat im a general pop chip fan but this is the best flavor so far,1,1,0
"Id: 563834
UserId: A186RQLMYP1VNG
ProfileName: BeautyonBudget901
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Delicious
Text: I really loved the taste of these cookies. They tasted like they were home baked instead of manufactured like most store bought or packaged cookies. They seemed more nutritional than normal packaged cookies. I used to not like oat meal cookies but this may have changed my mind. I would definitely buy these again.",Delicious,I really loved the taste of these cookies. They tasted like they were home baked instead of manufactured like most store bought or packaged cookies. They seemed more nutritional than normal packaged cookies. I used to not like oat meal cookies but this may have changed my mind. I would definitely buy these again.,delicious,i really loved the taste of these cooky they tasted like they were home baked instead of manufactured like most store bought or packaged cooky they seemed more nutritional than normal packaged cooky i used to not like oat meal cooky but this may have changed my mind i would definitely buy these again,delicious. i really loved the taste of these cooky they tasted like they were home baked instead of manufactured like most store bought or packaged cooky they seemed more nutritional than normal packaged cooky i used to not like oat meal cooky but this may have changed my mind i would definitely buy these again,1,1,0
"Id: 329699
UserId: A27QPBHR4GEKVJ
ProfileName: Tina Thomas
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1321142400
Summary: Good for your pet
Text: Greenies are great. I have 3 dogs who really love and 2 of them<br />the 2 yr old and the 4 yr old have beautiful clean teeth. I only<br />wish I had known about them when the 12 yr old was young.  They really<br />love them and its improves their breath",Good for your pet,Greenies are great. I have 3 dogs who really love and 2 of them<br />the 2 yr old and the 4 yr old have beautiful clean teeth. I only<br />wish I had known about them when the 12 yr old was young.  They really<br />love them and its improves their breath,good for your pet,greenies are great i have dog who really love and of them the yr old and the yr old have beautiful clean teeth i only wish i had known about them when the yr old wa young they really love them and it improves their breath,good for your pet. greenies are great i have dog who really love and of them the yr old and the yr old have beautiful clean teeth i only wish i had known about them when the yr old wa young they really love them and it improves their breath,0,0,2
"Id: 329566
UserId: A1OQS0BPNMKAMP
ProfileName: BAK
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1340496000
Summary: greenies
Text: I buy Greenies frequently for my dogs. They love them. I buy them for my ""granddogs' also. Very good product.",greenies,"I buy Greenies frequently for my dogs. They love them. I buy them for my ""granddogs' also. Very good product.",greenies,i buy greenies frequently for my dog they love them i buy them for my granddogs also very good product,greenies. i buy greenies frequently for my dog they love them i buy them for my granddogs also very good product,0,0,2
"Id: 563746
UserId: A22DU4GYKA83J2
ProfileName: Brandi N. Lawson
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Delicious and Nutritious
Text: These new Quaker Oat Soft Baked Cookies are amazing! Soft and chewy. Very fresh and like they were just baked the day you bought them. My kids love them and it's a great way to give them their whole gains with a small serving of fruit. They are also great to pack in for a snack or a low calorie desert at 170 calories per cookie! I love these and will continue to purchase!",Delicious and Nutritious,These new Quaker Oat Soft Baked Cookies are amazing! Soft and chewy. Very fresh and like they were just baked the day you bought them. My kids love them and it's a great way to give them their whole gains with a small serving of fruit. They are also great to pack in for a snack or a low calorie desert at 170 calories per cookie! I love these and will continue to purchase!,delicious and nutritious,these new quaker oat soft baked cooky are amazing soft and chewy very fresh and like they were just baked the day you bought them my kid love them and it a great way to give them their whole gain with a small serving of fruit they are also great to pack in for a snack or a low calorie desert at calorie per cookie i love these and will continue to purchase,delicious and nutritious. these new quaker oat soft baked cooky are amazing soft and chewy very fresh and like they were just baked the day you bought them my kid love them and it a great way to give them their whole gain with a small serving of fruit they are also great to pack in for a snack or a low calorie desert at calorie per cookie i love these and will continue to purchase,1,1,0
"Id: 30966
UserId: AWX2QVHDINYGQ
ProfileName: Christy
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1301702400
Summary: Popchips
Text: Individual popchips are a great snack!  They are only 3pts. per bag on the new Weight Watchers Plus program.  They are a quick snack & they make your head happy!!!!",Popchips,Individual popchips are a great snack!  They are only 3pts. per bag on the new Weight Watchers Plus program.  They are a quick snack & they make your head happy!!!!,popchips,individual popchips are a great snack they are only pt per bag on the new weight watcher plus program they are a quick snack they make your head happy,popchips. individual popchips are a great snack they are only pt per bag on the new weight watcher plus program they are a quick snack they make your head happy,1,1,0
"Id: 30777
UserId: A1GQRGB8FGSLIZ
ProfileName: M. Leingang
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 1
Time: 1347062400
Summary: Not a fan of the Sweet Potato Pop Chips
Text: Our family has liked every other flavored we have tried (BBQ is the best). We like sweet potatoes so we assumed would like these pop chips.  I was wrong, no one in the family likes the sweet potato pops chips.<br /><br />I highly recommend you go to a store that sells the sweet potato before deciding on purchasing a large quantity.",Not a fan of the Sweet Potato Pop Chips,"Our family has liked every other flavored we have tried (BBQ is the best). We like sweet potatoes so we assumed would like these pop chips.  I was wrong, no one in the family likes the sweet potato pops chips.<br /><br />I highly recommend you go to a store that sells the sweet potato before deciding on purchasing a large quantity.",not a fan of the sweet potato pop chip,our family ha liked every other flavored we have tried bbq is the best we like sweet potato so we assumed would like these pop chip i wa wrong no one in the family like the sweet potato pop chip i highly recommend you go to a store that sell the sweet potato before deciding on purchasing a large quantity,not a fan of the sweet potato pop chip. our family ha liked every other flavored we have tried bbq is the best we like sweet potato so we assumed would like these pop chip i wa wrong no one in the family like the sweet potato pop chip i highly recommend you go to a store that sell the sweet potato before deciding on purchasing a large quantity,1,1,0
"Id: 31097
UserId: AVP3I6MPAICQG
ProfileName: Janae Stevens ""janaedawn""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1253318400
Summary: Healthy yum.
Text: I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.",Healthy yum.,I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.,healthy yum,i love these chip they always make a great healthy snack when im stuck at work with just the vending machine for sustenance,healthy yum. i love these chip they always make a great healthy snack when im stuck at work with just the vending machine for sustenance,1,-1,0
"Id: 563472
UserId: A2IBYIHWSCQHK7
ProfileName: nannaof3
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Love it
Text: I received a sample of this cookie in my momvoxbox and it was great I had to go out and buy more.<br />I would love to tell everyone to get these great cookies",Love it,I received a sample of this cookie in my momvoxbox and it was great I had to go out and buy more.<br />I would love to tell everyone to get these great cookies,love it,i received a sample of this cookie in my momvoxbox and it wa great i had to go out and buy more i would love to tell everyone to get these great cooky,love it. i received a sample of this cookie in my momvoxbox and it wa great i had to go out and buy more i would love to tell everyone to get these great cooky,1,1,0
"Id: 563376
UserId: AQUQ2VHEN1DM7
ProfileName: esteban correa
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1341964800
Summary: GREAT COOKIE
Text: This cookie barely last five minutes in my hands. It was soft & chewy and great on-the-go snack. Its perfect for kids and adults.",GREAT COOKIE,This cookie barely last five minutes in my hands. It was soft & chewy and great on-the-go snack. Its perfect for kids and adults.,great cookie,this cookie barely last five minute in my hand it wa soft chewy and great onthego snack it perfect for kid and adult,great cookie. this cookie barely last five minute in my hand it wa soft chewy and great onthego snack it perfect for kid and adult,1,1,0
"Id: 563709
UserId: A1A0QSOZKJ9CSW
ProfileName: amber
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: amazing cookies!
Text: these are very good. i didnt think they would be as moist as they were but they were melt in the mouth good :)",amazing cookies!,these are very good. i didnt think they would be as moist as they were but they were melt in the mouth good :),amazing cooky,these are very good i didnt think they would be a moist a they were but they were melt in the mouth good,amazing cooky. these are very good i didnt think they would be a moist a they were but they were melt in the mouth good,1,1,0
"Id: 31098
UserId: A1LTNRGWZFY4C9
ProfileName: GROUCHHUNTER
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1253232000
Summary: TOTALLY LOVE POPCHIPS!
Text: I am totally addicted to POPCHIPS!  This is a very plain flavor, but tasts ok - it is not my favorite but I can eat them.  It tates better than a plain chip - not greasy or anything.  Around 100 calories and 3 grams of fat is still a very good snack, in my opinion.  I would buy these again.",TOTALLY LOVE POPCHIPS!,"I am totally addicted to POPCHIPS!  This is a very plain flavor, but tasts ok - it is not my favorite but I can eat them.  It tates better than a plain chip - not greasy or anything.  Around 100 calories and 3 grams of fat is still a very good snack, in my opinion.  I would buy these again.",totally love popchips,i am totally addicted to popchips this is a very plain flavor but tasts ok it is not my favorite but i can eat them it tate better than a plain chip not greasy or anything around calorie and gram of fat is still a very good snack in my opinion i would buy these again,totally love popchips. i am totally addicted to popchips this is a very plain flavor but tasts ok it is not my favorite but i can eat them it tate better than a plain chip not greasy or anything around calorie and gram of fat is still a very good snack in my opinion i would buy these again,1,1,0
"Id: 367694
UserId: A29O1FKXL1UMBD
ProfileName: jack
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1346198400
Summary: great for scars
Text: This is the best cocnut oil i have used, after about 1 month i noticed significant results on my scar healing. This is a great product at a nice price.",great for scars,"This is the best cocnut oil i have used, after about 1 month i noticed significant results on my scar healing. This is a great product at a nice price.",great for scar,this is the best cocnut oil i have used after about month i noticed significant result on my scar healing this is a great product at a nice price,great for scar. this is the best cocnut oil i have used after about month i noticed significant result on my scar healing this is a great product at a nice price,2,-1,1
"Id: 563753
UserId: ALD9AADGX1SF1
ProfileName: j2purviance
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Fall apart in your mouth cookie
Text: This cookie was the bomb. It falls apart in your mouth...tastes fresh like grandma just brought it to you out of the oven! LOvvvee em!",Fall apart in your mouth cookie,This cookie was the bomb. It falls apart in your mouth...tastes fresh like grandma just brought it to you out of the oven! LOvvvee em!,fall apart in your mouth cookie,this cookie wa the bomb it fall apart in your mouthtastes fresh like grandma just brought it to you out of the oven lovvvee em,fall apart in your mouth cookie. this cookie wa the bomb it fall apart in your mouthtastes fresh like grandma just brought it to you out of the oven lovvvee em,1,-1,0
"Id: 563055
UserId: A1BAK2PJSVK8MX
ProfileName: Darlene M. Eddy
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1343174400
Summary: Quaker soft baked cookies
Text: I do not like Oatmeal raisin cookies, but I have to say I was pleasantly surprised by the soft texture and the taste of these cookies. I would recommend these if you love oatmeal raisin cookies.",Quaker soft baked cookies,"I do not like Oatmeal raisin cookies, but I have to say I was pleasantly surprised by the soft texture and the taste of these cookies. I would recommend these if you love oatmeal raisin cookies.",quaker soft baked cooky,i do not like oatmeal raisin cooky but i have to say i wa pleasantly surprised by the soft texture and the taste of these cooky i would recommend these if you love oatmeal raisin cooky,quaker soft baked cooky. i do not like oatmeal raisin cooky but i have to say i wa pleasantly surprised by the soft texture and the taste of these cooky i would recommend these if you love oatmeal raisin cooky,1,1,0
"Id: 329444
UserId: AWR7YOZ6VLBW1
ProfileName: D. J. Lee ""fivespd""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 4
Time: 1230768000
Summary: Great for picky eaters
Text: My dog is the pickiest eater and does not enjoy many treats but he goes crazy over this one. It helps freshen his breath but I don't know how to evaluate the cleaning ability of this product. The only bad thing is that it will make your dog fat if he eats too much.",Great for picky eaters,My dog is the pickiest eater and does not enjoy many treats but he goes crazy over this one. It helps freshen his breath but I don't know how to evaluate the cleaning ability of this product. The only bad thing is that it will make your dog fat if he eats too much.,great for picky eater,my dog is the pickiest eater and doe not enjoy many treat but he go crazy over this one it help freshen his breath but i dont know how to evaluate the cleaning ability of this product the only bad thing is that it will make your dog fat if he eats too much,great for picky eater. my dog is the pickiest eater and doe not enjoy many treat but he go crazy over this one it help freshen his breath but i dont know how to evaluate the cleaning ability of this product the only bad thing is that it will make your dog fat if he eats too much,0,-1,2
"Id: 563261
UserId: A23SVJ5YBYXQDW
ProfileName: yher90
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1342137600
Summary: Quaker Cookies
Text: I absolutley loved the cookie. It had a great taste and it was chewy good. It was yummy in my tummy.",Quaker Cookies,I absolutley loved the cookie. It had a great taste and it was chewy good. It was yummy in my tummy.,quaker cooky,i absolutley loved the cookie it had a great taste and it wa chewy good it wa yummy in my tummy,quaker cooky. i absolutley loved the cookie it had a great taste and it wa chewy good it wa yummy in my tummy,1,1,0
