raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content
"Id: 367672
UserId: A23JJO13Y5TWYZ
ProfileName: SB Miami
HelpfulnessNumerator: 4
HelpfulnessDenominator: 5
Score: 3
Time: 1314662400
Summary: Very strong coconut flavor
Text: This seems a good product, but, if you are using it in the kitchen, be sure you like a strong coconut flavor. I previously had used the Whole Foods coconut oil, and it does not have a pronounced coconut taste, so I was unprepared for the strong flavor of this product. I'll keep what I have left for moisturizer and conditioner.",Very strong coconut flavor,"This seems a good product, but, if you are using it in the kitchen, be sure you like a strong coconut flavor. I previously had used the Whole Foods coconut oil, and it does not have a pronounced coconut taste, so I was unprepared for the strong flavor of this product. I'll keep what I have left for moisturizer and conditioner.",veri strong coconut flavor,thi seem a good product but if you are use it in the kitchen be sure you like a strong coconut flavor i previous had use the whole food coconut oil and it doe not have a pronounc coconut tast so i wa unprepar for the strong flavor of thi product ill keep what i have left for moistur and condition,veri strong coconut flavor. thi seem a good product but if you are use it in the kitchen be sure you like a strong coconut flavor i previous had use the whole food coconut oil and it doe not have a pronounc coconut tast so i wa unprepar for the strong flavor of thi product ill keep what i have left for moistur and condition
"Id: 367634
UserId: A3MLOUYSAIGOFY
ProfileName: S. Borden ""flight risk""
HelpfulnessNumerator: 150
HelpfulnessDenominator: 163
Score: 5
Time: 1256774400
Summary: BEST OIL FOR BAKING, FRYING, SKIN SOFTENER, OR RIGHT OUT OF THE JAR
Text: After menopause, I developed high total cholesterol.  Fortunately, only the ""lousy"" cholesterol (LDH) increased, with my ""happy"" number (HDL) staying at an impressive 90.  Instead of taking the recommended ""liptor, et al"", and as a registered nurse who knows the awful side effects of such drugs, I opted to research all things diet related.  After my studies, I have decided that our government and medical community has been either ignorant, at best, or complicit, at worst, in the great soybean growers maligning of the health benefits of this oil.  There are a few good scientific books available through Amazon.  I'm not due for another lipid test for at least a year.  I will post an update here, good or bad outcome.<br /><br />Whole Foods stopped carrying this brand.  I tried their new 365 brand and had to spit it out --- TOTAL PLASTIC TASTE AND SMELL.  This product is in a non-leaching plastic container and is incredibly pleasant tasting raw (only do that after eating anything sweetened with sugar or honey to prevent cavities), but unbelievably delicious in cooking.  Last week I was in an interview and the lady turned and smiled stating she detected a ""slight, delightful hint of just-baked cookies"" coming from my direction.  HAD TO BE THIS OIL I always pop a little in my mouth before going out!!!!!<br /><br />Watch the medical statistics that will be coming out of the country of Jamaica in the next two to three years.  The soybean inudstry has recently purchased all the coconut fields, torn down the trees, and planted soybeans!!!!!  If the studies I am trusting in are correct, they will begin developing a high incidence of heart disease and strokes, almost unknown to them up until now!!!!!","BEST OIL FOR BAKING, FRYING, SKIN SOFTENER, OR RIGHT OUT OF THE JAR","After menopause, I developed high total cholesterol.  Fortunately, only the ""lousy"" cholesterol (LDH) increased, with my ""happy"" number (HDL) staying at an impressive 90.  Instead of taking the recommended ""liptor, et al"", and as a registered nurse who knows the awful side effects of such drugs, I opted to research all things diet related.  After my studies, I have decided that our government and medical community has been either ignorant, at best, or complicit, at worst, in the great soybean growers maligning of the health benefits of this oil.  There are a few good scientific books available through Amazon.  I'm not due for another lipid test for at least a year.  I will post an update here, good or bad outcome.<br /><br />Whole Foods stopped carrying this brand.  I tried their new 365 brand and had to spit it out --- TOTAL PLASTIC TASTE AND SMELL.  This product is in a non-leaching plastic container and is incredibly pleasant tasting raw (only do that after eating anything sweetened with sugar or honey to prevent cavities), but unbelievably delicious in cooking.  Last week I was in an interview and the lady turned and smiled stating she detected a ""slight, delightful hint of just-baked cookies"" coming from my direction.  HAD TO BE THIS OIL I always pop a little in my mouth before going out!!!!!<br /><br />Watch the medical statistics that will be coming out of the country of Jamaica in the next two to three years.  The soybean inudstry has recently purchased all the coconut fields, torn down the trees, and planted soybeans!!!!!  If the studies I am trusting in are correct, they will begin developing a high incidence of heart disease and strokes, almost unknown to them up until now!!!!!",best oil for bake fri skin soften or right out of the jar,after menopaus i develop high total cholesterol fortun onli the lousi cholesterol ldh increas with my happi number hdl stay at an impress instead of take the recommend liptor et al and as a regist nurs who know the aw side effect of such drug i opt to research all thing diet relat after my studi i have decid that our govern and medic commun ha been either ignor at best or complicit at worst in the great soybean grower malign of the health benefit of thi oil there are a few good scientif book avail through amazon im not due for anoth lipid test for at least a year i will post an updat here good or bad outcom whole food stop carri thi brand i tri their new brand and had to spit it out total plastic tast and smell thi product is in a nonleach plastic contain and is incred pleasant tast raw onli do that after eat anyth sweeten with sugar or honey to prevent caviti but unbeliev delici in cook last week i wa in an interview and the ladi turn and smile state she detect a slight delight hint of justbak cooki come from my direct had to be thi oil i alway pop a littl in my mouth befor go out watch the medic statist that will be come out of the countri of jamaica in the next two to three year the soybean inudstri ha recent purchas all the coconut field torn down the tree and plant soybean if the studi i am trust in are correct they will begin develop a high incid of heart diseas and stroke almost unknown to them up until now,best oil for bake fri skin soften or right out of the jar. after menopaus i develop high total cholesterol fortun onli the lousi cholesterol ldh increas with my happi number hdl stay at an impress instead of take the recommend liptor et al and as a regist nurs who know the aw side effect of such drug i opt to research all thing diet relat after my studi i have decid that our govern and medic commun ha been either ignor at best or complicit at worst in the great soybean grower malign of the health benefit of thi oil there are a few good scientif book avail through amazon im not due for anoth lipid test for at least a year i will post an updat here good or bad outcom whole food stop carri thi brand i tri their new brand and had to spit it out total plastic tast and smell thi product is in a nonleach plastic contain and is incred pleasant tast raw onli do that after eat anyth sweeten with sugar or honey to prevent caviti but unbeliev delici in cook last week i wa in an interview and the ladi turn and smile state she detect a slight delight hint of justbak cooki come from my direct had to be thi oil i alway pop a littl in my mouth befor go out watch the medic statist that will be come out of the countri of jamaica in the next two to three year the soybean inudstri ha recent purchas all the coconut field torn down the tree and plant soybean if the studi i am trust in are correct they will begin develop a high incid of heart diseas and stroke almost unknown to them up until now
"Id: 329540
UserId: A4P68O5TH3FR5
ProfileName: Robert
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1344211200
Summary: The picky boys' favorate
Text: My dogs like this a lot. They are willing to do any tricks for this. They have it for over three years and still love it.",The picky boys' favorate,My dogs like this a lot. They are willing to do any tricks for this. They have it for over three years and still love it.,the picki boy favor,my dog like thi a lot they are will to do ani trick for thi they have it for over three year and still love it,the picki boy favor. my dog like thi a lot they are will to do ani trick for thi they have it for over three year and still love it
"Id: 367870
UserId: A198B3ESPI3UPL
ProfileName: Haydee
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1349913600
Summary: love
Text: It is healthy for my heart, makes my food taste great, my skin glow---what else do I want? I bought it here yet I later found it at a vitamin shop for the same price. Recommend it! If possible also purchase The Coconut Oil Miracle book. It has recipes & great info",love,"It is healthy for my heart, makes my food taste great, my skin glow---what else do I want? I bought it here yet I later found it at a vitamin shop for the same price. Recommend it! If possible also purchase The Coconut Oil Miracle book. It has recipes & great info",love,it is healthi for my heart make my food tast great my skin glowwhat els do i want i bought it here yet i later found it at a vitamin shop for the same price recommend it if possibl also purchas the coconut oil miracl book it ha recip great info,love. it is healthi for my heart make my food tast great my skin glowwhat els do i want i bought it here yet i later found it at a vitamin shop for the same price recommend it if possibl also purchas the coconut oil miracl book it ha recip great info
"Id: 329461
UserId: A1Q8VCGRLYKXTW
ProfileName: palomar
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1350345600
Summary: Dogs liked 'em!
Text: Our two thirteen year dogs like these.  They're prone to major tartar build up on their teeth and these helped some and made their breath better.  I never expected these to polish the teeth perfectly but they made a bad condition not so bad.",Dogs liked 'em!,Our two thirteen year dogs like these.  They're prone to major tartar build up on their teeth and these helped some and made their breath better.  I never expected these to polish the teeth perfectly but they made a bad condition not so bad.,dog like em,our two thirteen year dog like these theyr prone to major tartar build up on their teeth and these help some and made their breath better i never expect these to polish the teeth perfectli but they made a bad condit not so bad,dog like em. our two thirteen year dog like these theyr prone to major tartar build up on their teeth and these help some and made their breath better i never expect these to polish the teeth perfectli but they made a bad condit not so bad
"Id: 31126
UserId: A2TS39A4PLC2UQ
ProfileName: robsmom
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1234224000
Summary: Robsmom
Text: These popchips(original flavor)are great tasting, low in fat, and a snack that is satisfying. With free shipping and handling with amazon prime they are now at a price I will order and reorder.  With my son's food allergies I am so happy they contain all allowable ingredients!!  Thanks Amazon.",Robsmom,"These popchips(original flavor)are great tasting, low in fat, and a snack that is satisfying. With free shipping and handling with amazon prime they are now at a price I will order and reorder.  With my son's food allergies I am so happy they contain all allowable ingredients!!  Thanks Amazon.",robsmom,these popchipsorigin flavorar great tast low in fat and a snack that is satisfi with free ship and handl with amazon prime they are now at a price i will order and reorder with my son food allergi i am so happi they contain all allow ingredi thank amazon,robsmom. these popchipsorigin flavorar great tast low in fat and a snack that is satisfi with free ship and handl with amazon prime they are now at a price i will order and reorder with my son food allergi i am so happi they contain all allow ingredi thank amazon
"Id: 367906
UserId: A2QV1V06YJSQKQ
ProfileName: Renee Frank
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1345420800
Summary: Great to fry with
Text: This coconut oil is great for frying at a higher temp. I use Nutiva for everyday cooking like eggs, or baking.",Great to fry with,"This coconut oil is great for frying at a higher temp. I use Nutiva for everyday cooking like eggs, or baking.",great to fri with,thi coconut oil is great for fri at a higher temp i use nutiva for everyday cook like egg or bake,great to fri with. thi coconut oil is great for fri at a higher temp i use nutiva for everyday cook like egg or bake
"Id: 329443
UserId: A2BRHD5Z79UCD7
ProfileName: Jack Hales Jr
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1238112000
Summary: Greenie Review
Text: <a href=""http://www.amazon.com/gp/product/B000KBFKIQ"">Greenies Dental Chews - 27 ounce Box - Petite - 45 count</a> Very good product delivered promptly at a fair price. Will order more from this site.",Greenie Review,"<a href=""http://www.amazon.com/gp/product/B000KBFKIQ"">Greenies Dental Chews - 27 ounce Box - Petite - 45 count</a> Very good product delivered promptly at a fair price. Will order more from this site.",greeni review,veri good product deliv promptli at a fair price will order more from thi site,greeni review. veri good product deliv promptli at a fair price will order more from thi site
"Id: 563859
UserId: A3GJP4K1FBGWB3
ProfileName: jennafer
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Soft and Delicious
Text: These cookies were so soft and yummy. You would think they were fresh out of the oven. I will definitely be getting more of these for my house :O)",Soft and Delicious,These cookies were so soft and yummy. You would think they were fresh out of the oven. I will definitely be getting more of these for my house :O),soft and delici,these cooki were so soft and yummi you would think they were fresh out of the oven i will definit be get more of these for my hous o,soft and delici. these cooki were so soft and yummi you would think they were fresh out of the oven i will definit be get more of these for my hous o
"Id: 367721
UserId: AVS6WIE6NSLR
ProfileName: Florida Paddler ""Florida Paddler""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1341187200
Summary: Lovely as a skin moisturizer!
Text: I was trying to do a frugal birthday list for myself (total of all gifts less than $50) last September and decided to ask for this organic coconut oil.  My husband bought it for me and I have used it as a deep moisturizer about twice a week.  I can't describe the soul-satisfying scent or the elegant feel of rubbing this into my skin at night!  It's like eating an ice cream sundae without a single calorie...and the jar has lasted me almost 10 months! I highly recommend this coconut oil.",Lovely as a skin moisturizer!,I was trying to do a frugal birthday list for myself (total of all gifts less than $50) last September and decided to ask for this organic coconut oil.  My husband bought it for me and I have used it as a deep moisturizer about twice a week.  I can't describe the soul-satisfying scent or the elegant feel of rubbing this into my skin at night!  It's like eating an ice cream sundae without a single calorie...and the jar has lasted me almost 10 months! I highly recommend this coconut oil.,love as a skin moistur,i wa tri to do a frugal birthday list for myself total of all gift less than last septemb and decid to ask for thi organ coconut oil my husband bought it for me and i have use it as a deep moistur about twice a week i cant describ the soulsatisfi scent or the eleg feel of rub thi into my skin at night it like eat an ice cream sunda without a singl calorieand the jar ha last me almost month i highli recommend thi coconut oil,love as a skin moistur. i wa tri to do a frugal birthday list for myself total of all gift less than last septemb and decid to ask for thi organ coconut oil my husband bought it for me and i have use it as a deep moistur about twice a week i cant describ the soulsatisfi scent or the eleg feel of rub thi into my skin at night it like eat an ice cream sunda without a singl calorieand the jar ha last me almost month i highli recommend thi coconut oil
"Id: 563675
UserId: AP1ZW8V4HTO6C
ProfileName: Tina Deanette
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: So yummy!
Text: I received on in my Influenster box and loved it! So moist and chewy!  Perfect with milk and warmed in the microwave.",So yummy!,I received on in my Influenster box and loved it! So moist and chewy!  Perfect with milk and warmed in the microwave.,so yummi,i receiv on in my influenst box and love it so moist and chewi perfect with milk and warm in the microwav,so yummi. i receiv on in my influenst box and love it so moist and chewi perfect with milk and warm in the microwav
"Id: 329471
UserId: A1P28UWVW8H4QD
ProfileName: J. J. Woodcock ""JW""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1349481600
Summary: What my dogs have to say . . .
Text: Anytime I shout out ""Mr. Greenie! Four dogs come running, ages 12 to 2. My dogs love them and they do seem to help with breath and tarter. Amazon has the absolute best prices.",What my dogs have to say . . .,"Anytime I shout out ""Mr. Greenie! Four dogs come running, ages 12 to 2. My dogs love them and they do seem to help with breath and tarter. Amazon has the absolute best prices.",what my dog have to say,anytim i shout out mr greeni four dog come run age to my dog love them and they do seem to help with breath and tarter amazon ha the absolut best price,what my dog have to say. anytim i shout out mr greeni four dog come run age to my dog love them and they do seem to help with breath and tarter amazon ha the absolut best price
"Id: 30735
UserId: A39YC26934SAG9
ProfileName: Glenn M. Mehalek
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1269302400
Summary: Most delicious chips ever!
Text: I have gained weight *not telling you how much* over the months and am putting myself on a diet. These chips have saved me from gorging on the bad stuff becaue of their taste. This product is not only healthy, but it actually tastes the best out of all of my other possible options. Frito Lay is the thing of the past, because Pop Chips are in! I strongly recommend this to anybody trying to maintain or lose weight, because with snacks like this, you can keep the love handles off! Thank you, Pop Chips for a successful diet! Go to [...] for any more info on how they are made.",Most delicious chips ever!,"I have gained weight *not telling you how much* over the months and am putting myself on a diet. These chips have saved me from gorging on the bad stuff becaue of their taste. This product is not only healthy, but it actually tastes the best out of all of my other possible options. Frito Lay is the thing of the past, because Pop Chips are in! I strongly recommend this to anybody trying to maintain or lose weight, because with snacks like this, you can keep the love handles off! Thank you, Pop Chips for a successful diet! Go to [...] for any more info on how they are made.",most delici chip ever,i have gain weight not tell you how much over the month and am put myself on a diet these chip have save me from gorg on the bad stuff becau of their tast thi product is not onli healthi but it actual tast the best out of all of my other possibl option frito lay is the thing of the past becaus pop chip are in i strongli recommend thi to anybodi tri to maintain or lose weight becaus with snack like thi you can keep the love handl off thank you pop chip for a success diet go to for ani more info on how they are made,most delici chip ever. i have gain weight not tell you how much over the month and am put myself on a diet these chip have save me from gorg on the bad stuff becau of their tast thi product is not onli healthi but it actual tast the best out of all of my other possibl option frito lay is the thing of the past becaus pop chip are in i strongli recommend thi to anybodi tri to maintain or lose weight becaus with snack like thi you can keep the love handl off thank you pop chip for a success diet go to for ani more info on how they are made
"Id: 367822
UserId: ACOS5P1P5MW5D
ProfileName: S.E.H.
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1301875200
Summary: Fantastic Oil option
Text: I was looking for a healthy alternative to olive oil, this was, compared to Whole Foods prices, a GREAT deal. And coconut oil had been recommended to me by 2 separate friends that are amazing cooks and very very healthy people.  We made stir fry with it and won't go back to regular cooking oil, incredibly flavorful and I would say ""gourmet"".  There are instructions that this oil is meant for temperatures 350 and under. Baked a white birthday cake at 350 degrees with this oil and the cake had a great coconut flavor but came out drier.  But kids still devoured it.  Came super fast via mail, and a friend was right in recommending me buying this on Amazon vs. the store.",Fantastic Oil option,"I was looking for a healthy alternative to olive oil, this was, compared to Whole Foods prices, a GREAT deal. And coconut oil had been recommended to me by 2 separate friends that are amazing cooks and very very healthy people.  We made stir fry with it and won't go back to regular cooking oil, incredibly flavorful and I would say ""gourmet"".  There are instructions that this oil is meant for temperatures 350 and under. Baked a white birthday cake at 350 degrees with this oil and the cake had a great coconut flavor but came out drier.  But kids still devoured it.  Came super fast via mail, and a friend was right in recommending me buying this on Amazon vs. the store.",fantast oil option,i wa look for a healthi altern to oliv oil thi wa compar to whole food price a great deal and coconut oil had been recommend to me by separ friend that are amaz cook and veri veri healthi peopl we made stir fri with it and wont go back to regular cook oil incred flavor and i would say gourmet there are instruct that thi oil is meant for temperatur and under bake a white birthday cake at degre with thi oil and the cake had a great coconut flavor but came out drier but kid still devour it came super fast via mail and a friend wa right in recommend me buy thi on amazon vs the store,fantast oil option. i wa look for a healthi altern to oliv oil thi wa compar to whole food price a great deal and coconut oil had been recommend to me by separ friend that are amaz cook and veri veri healthi peopl we made stir fri with it and wont go back to regular cook oil incred flavor and i would say gourmet there are instruct that thi oil is meant for temperatur and under bake a white birthday cake at degre with thi oil and the cake had a great coconut flavor but came out drier but kid still devour it came super fast via mail and a friend wa right in recommend me buy thi on amazon vs the store
"Id: 563105
UserId: A2KWW2PZ514318
ProfileName: mletso
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1343001600
Summary: Quaker Soft Baked Oatmeal Cookie
Text: I got the opportunit to try Quaker Soft Baked Oatmeal Cookies from Influenster in my Mom VOX BOX.<br /><br />I enjoyed the chewy, soft-baked cookies made with wholesome Quaker Oats and delicious raisins. They are cookie and not as moist as a bar, but wonderful none the less. They offer the following benefits:<br /><br /> -Made with Whole Grain Quaker Oats<br />-Individually packaged<br />-Provides a good source of fiber<br />-Contains 6 grams of total fat per serving",Quaker Soft Baked Oatmeal Cookie,"I got the opportunit to try Quaker Soft Baked Oatmeal Cookies from Influenster in my Mom VOX BOX.<br /><br />I enjoyed the chewy, soft-baked cookies made with wholesome Quaker Oats and delicious raisins. They are cookie and not as moist as a bar, but wonderful none the less. They offer the following benefits:<br /><br /> -Made with Whole Grain Quaker Oats<br />-Individually packaged<br />-Provides a good source of fiber<br />-Contains 6 grams of total fat per serving",quaker soft bake oatmeal cooki,i got the opportunit to tri quaker soft bake oatmeal cooki from influenst in my mom vox box i enjoy the chewi softbak cooki made with wholesom quaker oat and delici raisin they are cooki and not as moist as a bar but wonder none the less they offer the follow benefit made with whole grain quaker oat individu packag provid a good sourc of fiber contain gram of total fat per serv,quaker soft bake oatmeal cooki. i got the opportunit to tri quaker soft bake oatmeal cooki from influenst in my mom vox box i enjoy the chewi softbak cooki made with wholesom quaker oat and delici raisin they are cooki and not as moist as a bar but wonder none the less they offer the follow benefit made with whole grain quaker oat individu packag provid a good sourc of fiber contain gram of total fat per serv
"Id: 30929
UserId: ALL9XFM0Q1N4E
ProfileName: Monopoly J
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1315353600
Summary: A Great Alternative to Regular Chips
Text: Popchips are really a great snack and not just an alternative to regular chips but a full on replacement as far as I'm concerned. The taste and texture are great for the Jalapeno ones. I hate greasy fried chips and often switch the baked version of any chips. Now I have another choice...POPPED! If you like flavored chips and you want something crunchy with a great taste then you owe it to your self to try a bag of Potato Popchips!",A Great Alternative to Regular Chips,Popchips are really a great snack and not just an alternative to regular chips but a full on replacement as far as I'm concerned. The taste and texture are great for the Jalapeno ones. I hate greasy fried chips and often switch the baked version of any chips. Now I have another choice...POPPED! If you like flavored chips and you want something crunchy with a great taste then you owe it to your self to try a bag of Potato Popchips!,a great altern to regular chip,popchip are realli a great snack and not just an altern to regular chip but a full on replac as far as im concern the tast and textur are great for the jalapeno one i hate greasi fri chip and often switch the bake version of ani chip now i have anoth choicepop if you like flavor chip and you want someth crunchi with a great tast then you owe it to your self to tri a bag of potato popchip,a great altern to regular chip. popchip are realli a great snack and not just an altern to regular chip but a full on replac as far as im concern the tast and textur are great for the jalapeno one i hate greasi fri chip and often switch the bake version of ani chip now i have anoth choicepop if you like flavor chip and you want someth crunchi with a great tast then you owe it to your self to tri a bag of potato popchip
"Id: 30812
UserId: A2SD28L9WSYJ5I
ProfileName: twg ""twg""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 1
Time: 1336435200
Summary: Naturally nasty
Text: I don't care if they're natural and not fried. The taste is odd and the texture is like packing material.",Naturally nasty,I don't care if they're natural and not fried. The taste is odd and the texture is like packing material.,natur nasti,i dont care if theyr natur and not fri the tast is odd and the textur is like pack materi,natur nasti. i dont care if theyr natur and not fri the tast is odd and the textur is like pack materi
"Id: 330018
UserId: A5Z6TIROUVA5O
ProfileName: J. Lai ""JL""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 3
Time: 1338076800
Summary: Dog likes it
Text: These are great, but I read horror stories about dogs choking or being unable to digest it so I have decided not to give them to my dog anymore. However, there was an article indicating that they changed the ingredients so that there wouldn't be a choking hazard, but I would rather be safe than sorry.",Dog likes it,"These are great, but I read horror stories about dogs choking or being unable to digest it so I have decided not to give them to my dog anymore. However, there was an article indicating that they changed the ingredients so that there wouldn't be a choking hazard, but I would rather be safe than sorry.",dog like it,these are great but i read horror stori about dog choke or be unabl to digest it so i have decid not to give them to my dog anymor howev there wa an articl indic that they chang the ingredi so that there wouldnt be a choke hazard but i would rather be safe than sorri,dog like it. these are great but i read horror stori about dog choke or be unabl to digest it so i have decid not to give them to my dog anymor howev there wa an articl indic that they chang the ingredi so that there wouldnt be a choke hazard but i would rather be safe than sorri
"Id: 30810
UserId: A25BDPF8J9WA21
ProfileName: K. Kitcharayothin
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 2
Time: 1245801600
Summary: Decent
Text: These have a great crunch and it's great that it's low fat. However, it's way too salty. 280mg per serving is more than twice the amount of regular flavor chips like Lays. The cheddar and sour cream and onion flavor is delicious but also way too salty and too much sodium for my taste buds or health.",Decent,"These have a great crunch and it's great that it's low fat. However, it's way too salty. 280mg per serving is more than twice the amount of regular flavor chips like Lays. The cheddar and sour cream and onion flavor is delicious but also way too salty and too much sodium for my taste buds or health.",decent,these have a great crunch and it great that it low fat howev it way too salti mg per serv is more than twice the amount of regular flavor chip like lay the cheddar and sour cream and onion flavor is delici but also way too salti and too much sodium for my tast bud or health,decent. these have a great crunch and it great that it low fat howev it way too salti mg per serv is more than twice the amount of regular flavor chip like lay the cheddar and sour cream and onion flavor is delici but also way too salti and too much sodium for my tast bud or health
"Id: 563191
UserId: A1EEMRCN80LZ90
ProfileName: sunshinedaydream
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1342483200
Summary: Quaker Soft Baked Oatmeal Cookies
Text: This is a great product. Moist flavorful cookie that is packaged nicely so you can take it on the go. This is a great to go breakfast or a snack anytime of the day.",Quaker Soft Baked Oatmeal Cookies,This is a great product. Moist flavorful cookie that is packaged nicely so you can take it on the go. This is a great to go breakfast or a snack anytime of the day.,quaker soft bake oatmeal cooki,thi is a great product moist flavor cooki that is packag nice so you can take it on the go thi is a great to go breakfast or a snack anytim of the day,quaker soft bake oatmeal cooki. thi is a great product moist flavor cooki that is packag nice so you can take it on the go thi is a great to go breakfast or a snack anytim of the day
"Id: 30768
UserId: AOZ2O1XRJKWI3
ProfileName: MonkeyFace
HelpfulnessNumerator: 2
HelpfulnessDenominator: 3
Score: 2
Time: 1280880000
Summary: Not A True Potato Chip
Text: Popchips are ok.  However, these snacks are made from potato flakes, similar to ""Pringles"".  If you have ever eaten ""Funyuns"" the onion flavored rings made by Frito Lay you have already tasted pretty much what Popchips taste like, just without the onion flavoring.  If your not concerned with calories, but simply want the best potato chip you can buy, try ""Grandma Utz"" potato chips, a true potato chip.",Not A True Potato Chip,"Popchips are ok.  However, these snacks are made from potato flakes, similar to ""Pringles"".  If you have ever eaten ""Funyuns"" the onion flavored rings made by Frito Lay you have already tasted pretty much what Popchips taste like, just without the onion flavoring.  If your not concerned with calories, but simply want the best potato chip you can buy, try ""Grandma Utz"" potato chips, a true potato chip.",not a true potato chip,popchip are ok howev these snack are made from potato flake similar to pringl if you have ever eaten funyun the onion flavor ring made by frito lay you have alreadi tast pretti much what popchip tast like just without the onion flavor if your not concern with calori but simpli want the best potato chip you can buy tri grandma utz potato chip a true potato chip,not a true potato chip. popchip are ok howev these snack are made from potato flake similar to pringl if you have ever eaten funyun the onion flavor ring made by frito lay you have alreadi tast pretti much what popchip tast like just without the onion flavor if your not concern with calori but simpli want the best potato chip you can buy tri grandma utz potato chip a true potato chip
"Id: 367746
UserId: A22IQ8J47JT0D1
ProfileName: Elizabeth
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1337040000
Summary: After shower skin softener
Text: Right after showering, put a dab in palm. It starts to melt and then rub it in feet, legs, elbows, tops of hands...It is amazing. Real lasting moisturizing skin softener. And all natural. Smells great too.",After shower skin softener,"Right after showering, put a dab in palm. It starts to melt and then rub it in feet, legs, elbows, tops of hands...It is amazing. Real lasting moisturizing skin softener. And all natural. Smells great too.",after shower skin soften,right after shower put a dab in palm it start to melt and then rub it in feet leg elbow top of handsit is amaz real last moistur skin soften and all natur smell great too,after shower skin soften. right after shower put a dab in palm it start to melt and then rub it in feet leg elbow top of handsit is amaz real last moistur skin soften and all natur smell great too
"Id: 563621
UserId: A2XA8CW5DF4MNZ
ProfileName: Iron Man ""JON""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1344816000
Summary: Great tasting and very filling!
Text: The Quaker Soft Baked Oatmeal Cookie, Raisins, is a great tasting snack that gives you that full feeling. Just 2 of these cookies gives you that satisfying full feeling. Since it is made out of oatmeal and raisins, we could classify it as a healthy snack. But on the nutritional breakdown, would be better if this snack would go down on a less than 5mg cholesterol. The per serving content of cholesterol is 15mg, sugar is 12g, so as with any other food, moderation is the key. Nevertheless, anything oatmeal gives you a great start on eating, whether to maintain a healthy lifestyle or starting one.",Great tasting and very filling!,"The Quaker Soft Baked Oatmeal Cookie, Raisins, is a great tasting snack that gives you that full feeling. Just 2 of these cookies gives you that satisfying full feeling. Since it is made out of oatmeal and raisins, we could classify it as a healthy snack. But on the nutritional breakdown, would be better if this snack would go down on a less than 5mg cholesterol. The per serving content of cholesterol is 15mg, sugar is 12g, so as with any other food, moderation is the key. Nevertheless, anything oatmeal gives you a great start on eating, whether to maintain a healthy lifestyle or starting one.",great tast and veri fill,the quaker soft bake oatmeal cooki raisin is a great tast snack that give you that full feel just of these cooki give you that satisfi full feel sinc it is made out of oatmeal and raisin we could classifi it as a healthi snack but on the nutrit breakdown would be better if thi snack would go down on a less than mg cholesterol the per serv content of cholesterol is mg sugar is g so as with ani other food moder is the key nevertheless anyth oatmeal give you a great start on eat whether to maintain a healthi lifestyl or start one,great tast and veri fill. the quaker soft bake oatmeal cooki raisin is a great tast snack that give you that full feel just of these cooki give you that satisfi full feel sinc it is made out of oatmeal and raisin we could classifi it as a healthi snack but on the nutrit breakdown would be better if thi snack would go down on a less than mg cholesterol the per serv content of cholesterol is mg sugar is g so as with ani other food moder is the key nevertheless anyth oatmeal give you a great start on eat whether to maintain a healthi lifestyl or start one
